rank,title,artist,album,img_url
38,우리들의 블루스,임영웅,IM HERO,"//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/082/638/032/82638032_1651479062721_1_140x140.JPG/dims/resize/Q_80,0"
39,클락션 (Klaxon),(여자)아이들,I SWAY,"//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/085/399/225/85399225_1720405890464_1_140x140.JPG/dims/resize/Q_80,0"
40,이제 나만 믿어요,임영웅,내일은 미스터트롯 우승자 특전곡,"//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/410/156/81410156_1585878705990_1_140x140.JPG/dims/resize/Q_80,0"
41,헤어지자 말해요,박재정,1집 Alone,"//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/083/748/133/83748133_1681960235531_1_140x140.JPG/dims/resize/Q_80,0"
42,I AM,IVE (아이브),I've IVE,"//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/083/665/559/83665559_1681116738103_1_140x140.JPG/dims/resize/Q_80,0"
43,청혼하지 않을 이유를 못 찾았어,이무진,청혼하지 않을 이유를 못 찾았어,"//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/084/950/772/84950772_1712015258001_1_140x140.JPG/dims/resize/Q_80,0"
44,너의 모든 순간,성시경,별에서 온 그대 OST Part.7 (SBS 수목드라마),"//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/080/401/547/80401547_1392172764399_1_140x140.JPG/dims/resize/Q_80,0"
45,SPOT! (Feat. JENNIE),지코 (ZICO),SPOT!,"//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/085/072/667/85072667_1714091257020_1_140x140.JPG/dims/resize/Q_80,0"
46,Ditto,NewJeans,NewJeans 'OMG',"//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/083/325/577/83325577_1702544336227_1_140x140.JPG/dims/resize/Q_80,0"
47,I Don't Think That I Like Her,Charlie Puth,CHARLIE,"//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/082/484/273/82484273_1665067200754_1_140x140.JPG/dims/resize/Q_80,0"
48,사막에서 꽃을 피우듯,우디 (Woody),사막에서 꽃을 피우듯,"//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/084/030/640/84030640_1689068777071_1_140x140.JPG/dims/resize/Q_80,0"
49,다시 만날 수 있을까,임영웅,IM HERO,"//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/082/638/032/82638032_1651479062721_1_140x140.JPG/dims/resize/Q_80,0"
50,사건의 지평선,윤하 (YOUNHA),YOUNHA 6th Album Repackage 'END THEORY : Final Edition',"//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/082/614/128/82614128_1648619377015_1_140x140.JPG/dims/resize/Q_80,0"
51,다정히 내 이름을 부르면,경서예지 & 전건호,다정히 내 이름을 부르면,"//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/082/051/769/82051769_1621328428038_1_140x140.JPG/dims/resize/Q_80,0"
52,모래 알갱이,임영웅,모래 알갱이,"//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/083/883/344/83883344_1685931006480_1_140x140.JPG/dims/resize/Q_80,0"
53,물론,허각,물론,"//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/083/773/897/83773897_1682646768706_1_140x140.JPG/dims/resize/Q_80,0"
54,Armageddon,aespa,Armageddon - The 1st Album,"//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/085/165/232/85165232_1716798792825_1_140x140.JPG/dims/resize/Q_80,0"
55,살기 위해서,순순희,살기 위해서,"//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/082/631/752/82631752_1650601078032_1_140x140.JPG/dims/resize/Q_80,0"
56,심 (心),DK (디셈버),심 (心),"//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/083/556/186/83556186_1676621348326_1_140x140.JPG/dims/resize/Q_80,0"
57,그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),너드커넥션 (Nerd Connection),그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),"//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/084/150/934/84150934_1691983589938_1_140x140.JPG/dims/resize/Q_80,0"
58,주저하는 연인들을 위해,잔나비,전설,"//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/172/042/81172042_1552452730746_1_140x140.JPG/dims/resize/Q_80,0"
59,Igloo,KISS OF LIFE,Lose Yourself,"//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/085/650/192/85650192_1728969770669_1_140x140.JPG/dims/resize/Q_80,0"
60,무지개,임영웅,IM HERO,"//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/082/638/032/82638032_1651479062721_1_140x140.JPG/dims/resize/Q_80,0"
61,Supernatural,NewJeans,Supernatural,"//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/085/323/248/85323248_1718932273566_1_140x140.JPG/dims/resize/Q_80,0"
62,Hype Boy,NewJeans,NewJeans 1st EP 'New Jeans',"//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/082/842/800/82842800_1659340238924_1_140x140.JPG/dims/resize/Q_80,0"
63,미안해 미워해 사랑해,Crush,눈물의 여왕 OST Part.4,"//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/084/914/936/84914936_1711089894911_1_140x140.JPG/dims/resize/Q_80,0"
64,number one girl,로제 (ROSÉ),number one girl,"//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/085/798/066/85798066_1732235885781_1_140x140.JPG/dims/resize/Q_80,0"
65,사랑인가 봐,멜로망스 (MeloMance),사랑인가 봐 (사내맞선 OST 스페셜 트랙),"//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/082/540/759/82540759_1645152997958_1_140x140.JPG/dims/resize/Q_80,0"
66,Older,Sasha Alex Sloan,Older,"//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/122/286/81122286_1541662943840_1_140x140.JPG/dims/resize/Q_80,0"
67,밤양갱,비비 (BIBI),밤양갱,"//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/084/783/137/84783137_1707790321067_1_140x140.JPG/dims/resize/Q_80,0"
68,Home,임영웅,온기,"//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/085/111/408/85111408_1714717028079_1_140x140.JPG/dims/resize/Q_80,0"
69,"잘 지내자, 우리 (여름날 우리 X 로이킴)",로이킴,"잘 지내자, 우리 (여름날 우리 X 로이킴)","//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/084/011/548/84011548_1688552794542_1_140x140.JPG/dims/resize/Q_80,0"
70,To. X,태연 (TAEYEON),To. X - The 5th Mini Album,"//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/084/539/814/84539814_1701067108915_1_140x140.JPG/dims/resize/Q_80,0"
71,인사,범진,인사,"//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/082/451/947/82451947_1701745934582_1_140x140.JPG/dims/resize/Q_80,0"
72,Cruel Summer,Taylor Swift,Lover,"//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/261/264/81261264_1566536354779_1_140x140.JPG/dims/resize/Q_80,0"
73,온기,임영웅,온기,"//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/085/111/408/85111408_1714717028079_1_140x140.JPG/dims/resize/Q_80,0"
74,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,'키스 먼저 할까요?' OST Part. 3 (SBS 월화드라마),"//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/044/453/81044453_1521524523818_1_140x140.JPG/dims/resize/Q_80,0"
75,벌써 일년,브라운 아이즈,Brown Eyes,"//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/015/025/106/15025106_1300972028338_1_140x140.JPG/dims/resize/Q_80,0"
76,녹아내려요,DAY6 (데이식스),Band Aid,"//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/085/555/820/85555820_1725246758806_1_140x140.JPG/dims/resize/Q_80,0"
77,Supersonic,프로미스나인,Supersonic,"//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/085/506/199/85506199_1723425988903_1_140x140.JPG/dims/resize/Q_80,0"
78,Dangerously,Charlie Puth,Nine Track Mind (Deluxe Edition),"//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/080/673/272/80673272_1617265225691_1_140x140.JPG/dims/resize/Q_80,0"
79,Polaroid,임영웅,Polaroid,"//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/083/180/213/83180213_1668490985544_1_140x140.JPG/dims/resize/Q_80,0"
80,Do or Die,임영웅,Do or Die,"//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/084/347/557/84347557_1696578032588_1_140x140.JPG/dims/resize/Q_80,0"
81,London Boy,임영웅,Polaroid,"//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/083/180/213/83180213_1668490985544_1_140x140.JPG/dims/resize/Q_80,0"
82,When I Get Old,Christopher & 청하,When I Get Old,"//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/083/073/238/83073238_1665772282151_1_140x140.JPG/dims/resize/Q_80,0"
83,그대가 내 안에 박혔다 (그내박),순순희 (기태),그대가 내 안에 박혔다 (그내박),"//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/083/455/650/83455650_1674181701775_1_140x140.JPG/dims/resize/Q_80,0"
84,Stay,The Kid LAROI & Justin Bieber,Stay,"//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/082/130/513/82130513_1625722837604_1_140x140.JPG/dims/resize/Q_80,0"
85,뱅뱅뱅 (BANG BANG BANG),BIGBANG (빅뱅),A,"//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/080/599/976/80599976_1433164715307_1_140x140.JPG/dims/resize/Q_80,0"
86,Congratulations,DAY6 (데이식스),The Day,"//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/080/683/898/80683898_1441353050316_1_140x140.JPG/dims/resize/Q_80,0"
87,ETA,NewJeans,NewJeans 2nd EP 'Get Up',"//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/084/019/740/84019740_1688692234715_1_140x140.JPG/dims/resize/Q_80,0"
88,어른,Sondia,나의 아저씨 OST Part. 2 (tvN 수목드라마),"//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/048/807/81048807_1522310270525_1_140x140.JPG/dims/resize/Q_80,0"
89,LOVE DIVE,IVE (아이브),LOVE DIVE,"//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/082/624/363/82624363_1649123068092_1_140x140.JPG/dims/resize/Q_80,0"
90,인생찬가,임영웅,IM HERO,"//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/082/638/032/82638032_1651479062721_1_140x140.JPG/dims/resize/Q_80,0"
91,연애편지,임영웅,IM HERO,"//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/082/638/032/82638032_1651479062721_1_140x140.JPG/dims/resize/Q_80,0"
92,보금자리,임영웅,IM HERO,"//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/082/638/032/82638032_1651479062721_1_140x140.JPG/dims/resize/Q_80,0"
93,2002,Anne-Marie,Speak Your Mind (Deluxe),"//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/081/031/556/81031556_1656957034547_1_140x140.JPG/dims/resize/Q_80,0"
94,청바지,부석순 (SEVENTEEN),부석순 2nd Single Album 'TELEPARTY',"//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/085/911/042/85911042_1736298717582_1_140x140.JPG/dims/resize/Q_80,0"
95,참 다행이야,Spapa,Rebegining Story 2004,"//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/015/029/228/15029228_1449198507922_1_140x140.JPG/dims/resize/Q_80,0"
96,"무제(無題) (Untitled, 2014)",G-DRAGON,권지용,"//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/080/954/432/80954432_1496903717289_1_140x140.JPG/dims/resize/Q_80,0"
97,숲,최유리,유영,"//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/082/923/028/82923028_1661306447379_1_140x140.JPG/dims/resize/Q_80,0"
98,Drama,aespa,Drama - The 4th Mini Album,"//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/084/472/747/84472747_1699512957643_1_140x140.JPG/dims/resize/Q_80,0"
99,희재,성시경,국화꽃 향기 OST,"//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/015/027/331/15027331_1464600209946_1_140x140.JPG/dims/resize/Q_80,0"
100,사랑하지 않아서 그랬어,임한별,사랑하지 않아서 그랬어,"//image.genie.co.kr/Y/IMAGE/IMG_ALBUM/083/684/144/83684144_1680242492859_1_140x140.JPG/dims/resize/Q_80,0"
